d_pm25_lag0,d_pm25_lag1,d_pm25_lag2,d_ozone_lag0,d_ozone_lag1,d_ozone_lag2,d_household_pm_lag0,d_household_pm_lag1,d_household_pm_lag2,d_ageing_65_plus_lag0,d_ageing_65_plus_lag1,d_ageing_65_plus_lag2,d_gov_health_exp_pct_gdp_lag0,d_gov_health_exp_pct_gdp_lag1,d_gov_health_exp_pct_gdp_lag2,trend
-0.06993535225521207,-0.09134444165159868,0.2900726495792778,1.0304400554757505,0.6452042484713189,-0.1165765736080021,-0.7031597959359553,-0.3456063581388775,-0.1437694985917559,-0.6976687849677864,-0.4758248689224413,-0.29714257914947817,-0.676825296990048,0.3597360918043873,0.349663139981582,-0.3094922302950865
0.5661161783483639,-0.13785064642900174,-0.1108098332759767,0.3463362301734814,1.00063442603244,0.6390411113847174,-1.1293248545676213,-0.7087842032176466,-0.34675256406532123,-0.7362739582186371,-0.6428915458454302,-0.3902361483243391,-0.41567488468841846,-0.6396134025834058,0.3848355944045794,-0.1856953381770519
1.9368308218552452,0.5252752422718376,-0.15756506373643844,1.6079688781595662,0.3170036944721042,0.9952970861006741,-1.5310782373645193,-1.1519445458638644,-0.7078784933484806,-0.6490324001822847,-0.6859195232243004,-0.5777605100879237,-0.9448856248888172,-0.3834111158432711,-0.5946793900446941,-0.061898446059017294
0.9622609183918741,1.9543361318324817,0.5091116495947485,0.5539517270050354,1.5777638571886952,0.3100780248240651,-1.8438244656278,-1.5697196852692543,-1.148535027683191,-0.6895880686028094,-0.5886831305446523,-0.626057358654978,-0.6511929579977707,-0.902594679873721,-0.34356205789867933,0.061898446059017294
-0.11685686648525552,0.9382823968120282,1.945824697955676,0.954529629042627,0.5244756142782908,1.573767404644407,-1.4473493457560533,-1.8949381021039782,-1.5639497824473507,-0.806982828645556,-0.6338850616963236,-0.5169141541974576,2.0355155897326247,-0.6144667301870598,-0.8524411672628601,0.1856953381770519
-0.37863658840205694,-0.18676943575014443,0.9243303238506361,-1.2925993979487282,0.924776495647964,0.5180319794486226,-1.2386793964418412,-1.4826517205380914,-1.8873307501767151,-0.8065462751306923,-0.7647291598873841,-0.5676511619946856,3.1963868845711616,2.021335632390709,-0.570031814237046,0.3094922302950865
-0.306655199151388,-0.4596921509509207,-0.2067457973504643,-0.5312020126272028,-1.320798523544186,0.9192629093898084,-1.308576087122916,-1.265660101058606,-1.4773737423601174,-0.6559667806294369,-0.7642425925913336,-0.7145174099845271,-0.6517342912537877,3.160211415612126,2.013456669712556,0.43328912241312106
1.9194003024761757,-0.384646780536553,-0.4811299254078775,-1.336839344659569,-0.5599276845227936,-1.3315294199208654,-0.9337479176197382,-1.338344242483804,-1.2616081022115802,-0.4028394331199427,-0.5964119487286238,-0.7139712614447501,0.2941176738610065,-0.6149978065765538,3.12972870602871,0.5570860145311557
-1.7433064086772097,1.93616365979583,-0.4056827113101288,-1.6019651150970213,-1.365007876007256,-0.5688907935428323,-0.4997673464625125,-0.9485680825991176,-1.3338815860487627,-0.1649336179978825,-0.31428505055774336,-0.5255893832965802,1.113063111526339,0.31293270765969833,-0.5705523501299624,0.6808829066491903
1.5996963368927615,-1.8824509115413288,1.9275549182095812,-1.405034861254372,-1.6299502980432228,-1.3758414872342375,-0.08226735555154743,-0.49728054806179656,-0.9463076195799387,0.10753520694121402,-0.04912354060005583,-0.20891542119807274,0.39755043270194024,1.1163612452448537,0.33896113671974004,0.8046797987672248
0.5110549444975804,1.6028510803928615,-1.9115070989365053,-0.6023682448895625,-1.43315623181895,-1.6413994695465257,0.3195694820322089,-0.0631308324071206,-0.49756981111491705,0.42289560458563613,0.2545606925918899,0.08871570330202523,-0.08899974752622304,0.4144056829666676,1.1264436900390153,0.9284766908852594
-1.2611034857427468,0.46787025561043116,1.5924575577616933,0.8172299404276515,-0.6310447015960621,-1.444148177148911,0.6649884491066911,0.3547310899270677,-0.06587299469757778,0.9915594877941548,0.6060503742432141,0.42958674387006196,0.7461177393859709,-0.06292562847810575,0.43842013518625444,1.052273583003294
-1.8008193362280882,-1.3797223959733789,0.45139927779876143,1.5802486444621409,0.7875717569821785,-0.6401730420288145,0.9733551522469002,0.7139252207099331,0.34962805268115893,1.360576945055526,1.2398632713874456,0.8241171160072497,-2.043093221095751,0.7563685398054782,-0.029437380860625632,1.1760704751213287
-0.8657481550235558,-1.9424119514240128,-1.4060866347870367,0.8763608906644403,1.5500627934894515,0.7817393928318428,1.2074782604320442,1.0345894587942928,0.7067927752260748,1.7489168124647523,1.651157237102277,1.5355418070561304,-1.3695501321525694,-1.9799940796442537,0.7735959113083944,1.2998673672393632
-1.984152706827271,-0.9675382529889365,-1.9717892107919543,-2.854499507908193,0.8466618150597996,1.5460019810201122,1.4779558504038526,1.2780492984579672,1.0256452948255974,2.080639691546466,2.0839872861120803,1.997199630378014,-0.6773729635123955,-1.3192128919586459,-1.9084569677795653,1.4236642593573978
