population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,1997,72.9085689170588,107.35268218668999,38.21657304327172
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,1997,108.47298261107576,136.2517377743364,73.80710934159322
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,510,Pneumoconiosis,3,Rate,1997,1.0140596143809906,2.2601430779503984,0.4263346583541739
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,510,Pneumoconiosis,3,Rate,1997,0.026229312114241187,0.05336150631605383,0.009558870295678293
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,510,Pneumoconiosis,3,Rate,1997,0.478328422365049,1.058954714969865,0.2009535760718165
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,515,Asthma,3,Rate,1997,3.3551154876962874,6.472188422084942,1.3055607607029596
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,515,Asthma,3,Rate,1997,1.168261680628587,2.2370447476367405,0.4609953597380758
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,515,Asthma,3,Rate,1997,2.1094737045007226,3.4468310723186755,1.08632815722222
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,1997,0.3322904873361257,0.7249333897516513,0.1610830748529394
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,1997,0.10182380461147329,0.1947415933312273,0.04632003486633575
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,1998,0.21030326704891686,0.38965741881851834,0.1280046761014249
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,520,Other chronic respiratory diseases,3,Rate,1998,0.38991876870664477,0.6680365357001254,0.22146244434288148
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,520,Other chronic respiratory diseases,3,Rate,1998,0.15473913883512114,0.2707121279346667,0.08151082075729305
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,520,Other chronic respiratory diseases,3,Rate,1998,0.2695120118669547,0.39980220474515554,0.17463261402424543
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1998,162.077416144194,207.74149378505533,119.15518927647624
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1998,75.85967371529546,108.90383509972214,38.752938372704655
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1998,112.21407288788255,138.54160643723878,77.2517925584173
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,1998,156.94616709774132,200.90146752733065,115.68200995108698
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,1998,74.34718174078074,106.33745793900835,37.90280301767864
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,1998,109.09725272041169,134.72267851852158,75.00188518134676
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,510,Pneumoconiosis,3,Rate,1998,1.0414156221883963,2.2309782394914857,0.46467620945589877
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,510,Pneumoconiosis,3,Rate,1998,0.028569363029486688,0.05761858514245507,0.009993836284227798
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,510,Pneumoconiosis,3,Rate,1998,0.4934858013980344,1.0484311195016263,0.22090931686999524
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,515,Asthma,3,Rate,1998,3.355411545896961,6.355588658352396,1.3305209677104974
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,515,Asthma,3,Rate,1998,1.2206590035517078,2.405161238437057,0.46636191178676634
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,515,Asthma,3,Rate,1998,2.143519087156964,3.4818753084291845,1.115558274024797
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,1998,0.34450310966076575,0.7712674234932574,0.16342501926306705
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,1998,0.10852446909844872,0.20937466270307217,0.05164879035615477
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2001,0.2476588248106414,0.4243969225301232,0.14998302476295933
1,All Population,1,Deaths,6,China,1,Male,27,Age-standardized,520,Other chronic respiratory diseases,3,Rate,2001,0.4460876086609267,0.7065419054182358,0.27400440101712664
1,All Population,1,Deaths,6,China,2,Female,27,Age-standardized,520,Other chronic respiratory diseases,3,Rate,2001,0.18989542906805143,0.33107120485792174,0.09581187784090173
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,520,Other chronic respiratory diseases,3,Rate,2001,0.3143230710943914,0.4435492947944994,0.2142131286999696
1,All Population,1,Deaths,6,China,3,Both,27,Age-standardized,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,1999,0.22066396017277234,0.40078991745224535,0.13508461777327269
